INFO 2025-12-16 10:44:33,177 autoreload 19056 20440 Watching for file changes with StatReloader
DEBUG 2025-12-16 10:44:34,302 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\forms\boundfield.py first seen with mtime 1764595420.5506837
DEBUG 2025-12-16 10:44:34,303 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\core\cache\__init__.py first seen with mtime 1764595420.133307
DEBUG 2025-12-16 10:44:34,303 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\importlib\util.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,303 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\utils\inspect.py first seen with mtime 1764595421.3535535
DEBUG 2025-12-16 10:44:34,304 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\heapq.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,304 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\struct.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,305 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\urls\base.py first seen with mtime 1764595421.2069268
DEBUG 2025-12-16 10:44:34,305 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg\_server_cursor.py first seen with mtime 1765007461.1111252
DEBUG 2025-12-16 10:44:34,305 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\rest_framework_simplejwt\exceptions.py first seen with mtime 1765030487.6538756
DEBUG 2025-12-16 10:44:34,306 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg_binary\__init__.py first seen with mtime 1765007460.8900604
DEBUG 2025-12-16 10:44:34,306 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\template\defaultfilters.py first seen with mtime 1764595420.995605
DEBUG 2025-12-16 10:44:34,306 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\contrib\admin\widgets.py first seen with mtime 1764595410.5017724
DEBUG 2025-12-16 10:44:34,306 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\site.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,307 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg\_connection_base.py first seen with mtime 1765007461.0754528
DEBUG 2025-12-16 10:44:34,307 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\db\migrations\operations\models.py first seen with mtime 1764595420.410392
DEBUG 2025-12-16 10:44:34,307 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\utils\functional.py first seen with mtime 1764595421.3382194
DEBUG 2025-12-16 10:44:34,308 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\core\files\temp.py first seen with mtime 1764595420.191321
DEBUG 2025-12-16 10:44:34,308 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\db\backends\postgresql\introspection.py first seen with mtime 1764595420.3663902
DEBUG 2025-12-16 10:44:34,308 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\email\_encoded_words.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,309 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\rest_framework\utils\formatting.py first seen with mtime 1765024432.7096128
DEBUG 2025-12-16 10:44:34,309 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\utils\formats.py first seen with mtime 1764595421.3362217
DEBUG 2025-12-16 10:44:34,309 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\utils\asyncio.py first seen with mtime 1764595421.2572439
DEBUG 2025-12-16 10:44:34,310 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\template\autoreload.py first seen with mtime 1764595420.9626026
DEBUG 2025-12-16 10:44:34,310 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\utils\connection.py first seen with mtime 1764595421.285267
DEBUG 2025-12-16 10:44:34,311 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\rest_framework\exceptions.py first seen with mtime 1765024432.0129638
DEBUG 2025-12-16 10:44:34,311 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\db\models\signals.py first seen with mtime 1764595420.434392
DEBUG 2025-12-16 10:44:34,311 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\db\models\fields\__init__.py first seen with mtime 1764595420.4383912
DEBUG 2025-12-16 10:44:34,312 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\shutil.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,312 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\unittest\suite.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,312 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\core\files\utils.py first seen with mtime 1764595420.1953232
DEBUG 2025-12-16 10:44:34,313 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\db\backends\postgresql\client.py first seen with mtime 1764595420.3603892
DEBUG 2025-12-16 10:44:34,315 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\db\backends\postgresql\creation.py first seen with mtime 1764595420.3623915
DEBUG 2025-12-16 10:44:34,316 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\middleware\security.py first seen with mtime 1764595420.9536035
DEBUG 2025-12-16 10:44:34,316 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\views\generic\dates.py first seen with mtime 1764595421.4188533
DEBUG 2025-12-16 10:44:34,316 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\enum.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,317 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\core\cache\backends\filebased.py first seen with mtime 1764595420.1423073
DEBUG 2025-12-16 10:44:34,317 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\contrib\auth\backends.py first seen with mtime 1764595414.4639568
DEBUG 2025-12-16 10:44:34,317 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\utils\lorem_ipsum.py first seen with mtime 1764595421.3668418
DEBUG 2025-12-16 10:44:34,317 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\zoneinfo\_common.py first seen with mtime 1633354926.0
DEBUG 2025-12-16 10:44:34,318 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\xml\dom\minidom.py first seen with mtime 1633354926.0
DEBUG 2025-12-16 10:44:34,318 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\utils\module_loading.py first seen with mtime 1764595421.3688385
DEBUG 2025-12-16 10:44:34,318 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\asyncio\runners.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,319 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\db\models\fields\composite.py first seen with mtime 1764595420.4393911
DEBUG 2025-12-16 10:44:34,319 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\utils\translation\trans_real.py first seen with mtime 1764595421.3918417
DEBUG 2025-12-16 10:44:34,319 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\wsgiref\headers.py first seen with mtime 1633354926.0
DEBUG 2025-12-16 10:44:34,319 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\ctypes\_endian.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,320 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\wsgiref\simple_server.py first seen with mtime 1633354926.0
DEBUG 2025-12-16 10:44:34,320 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\abc.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,320 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\db\models\functions\window.py first seen with mtime 1764595420.4643998
DEBUG 2025-12-16 10:44:34,320 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\encodings\utf_8.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,321 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\db\models\functions\mixins.py first seen with mtime 1764595420.4613996
DEBUG 2025-12-16 10:44:34,321 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\rest_framework\schemas\openapi.py first seen with mtime 1765024432.472429
DEBUG 2025-12-16 10:44:34,322 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\utils\timesince.py first seen with mtime 1764595421.3768418
DEBUG 2025-12-16 10:44:34,323 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\sqlparse\filters\tokens.py first seen with mtime 1764595407.8094096
DEBUG 2025-12-16 10:44:34,323 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\uuid.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,323 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\contrib\sessions\exceptions.py first seen with mtime 1764595419.1583288
DEBUG 2025-12-16 10:44:34,324 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\utils\duration.py first seen with mtime 1764595421.3155868
DEBUG 2025-12-16 10:44:34,324 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\contrib\postgres\fields\hstore.py first seen with mtime 1764595417.7498362
DEBUG 2025-12-16 10:44:34,324 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg\_struct.py first seen with mtime 1765007461.1167457
DEBUG 2025-12-16 10:44:34,325 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\contrib\sessions\backends\__init__.py first seen with mtime 1764595419.1783278
DEBUG 2025-12-16 10:44:34,325 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\contrib\auth\management\__init__.py first seen with mtime 1764595414.8829846
DEBUG 2025-12-16 10:44:34,325 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\contrib\auth\tokens.py first seen with mtime 1764595414.506351
DEBUG 2025-12-16 10:44:34,325 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg\_cmodule.py first seen with mtime 1765007461.0699728
DEBUG 2025-12-16 10:44:34,326 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\utils\text.py first seen with mtime 1764595421.3748415
DEBUG 2025-12-16 10:44:34,326 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\forms\models.py first seen with mtime 1764595420.5676816
DEBUG 2025-12-16 10:44:34,326 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\unittest\main.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,327 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\views\generic\__init__.py first seen with mtime 1764595421.4148438
DEBUG 2025-12-16 10:44:34,327 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\db\models\sql\__init__.py first seen with mtime 1764595420.4659102
DEBUG 2025-12-16 10:44:34,328 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\asgiref\sync.py first seen with mtime 1764595408.7920597
DEBUG 2025-12-16 10:44:34,328 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\html\__init__.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,328 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\_collections_abc.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,328 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\difflib.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,329 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\asyncio\proactor_events.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,330 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\asyncio\windows_utils.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,332 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\contrib\admin\actions.py first seen with mtime 1764595410.4747677
DEBUG 2025-12-16 10:44:34,332 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\db\migrations\state.py first seen with mtime 1764595420.4013903
DEBUG 2025-12-16 10:44:34,333 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\rest_framework\utils\html.py first seen with mtime 1765024432.710617
DEBUG 2025-12-16 10:44:34,333 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg\cursor_async.py first seen with mtime 1765007461.14564
DEBUG 2025-12-16 10:44:34,334 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\logging\config.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,334 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\db\models\indexes.py first seen with mtime 1764595420.4254055
DEBUG 2025-12-16 10:44:34,334 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\DLLs\_decimal.pyd first seen with mtime 1633354962.0
DEBUG 2025-12-16 10:44:34,335 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\dotenv\variables.py first seen with mtime 1765009380.450857
DEBUG 2025-12-16 10:44:34,335 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\asyncio\coroutines.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,335 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\sqlparse\keywords.py first seen with mtime 1764595407.7764144
DEBUG 2025-12-16 10:44:34,335 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\core\checks\templates.py first seen with mtime 1764595420.1613076
DEBUG 2025-12-16 10:44:34,336 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\copyreg.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,336 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\core\cache\backends\__init__.py first seen with mtime 1764595420.136307
DEBUG 2025-12-16 10:44:34,336 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\utils\tree.py first seen with mtime 1764595421.3808408
DEBUG 2025-12-16 10:44:34,337 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\core\checks\registry.py first seen with mtime 1764595420.160308
DEBUG 2025-12-16 10:44:34,337 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\contrib\messages\utils.py first seen with mtime 1764595417.711835
DEBUG 2025-12-16 10:44:34,337 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\db\migrations\operations\special.py first seen with mtime 1764595420.4123898
DEBUG 2025-12-16 10:44:34,347 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\core\checks\async_checks.py first seen with mtime 1764595420.149306
DEBUG 2025-12-16 10:44:34,348 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\DLLs\_lzma.pyd first seen with mtime 1633354962.0
DEBUG 2025-12-16 10:44:34,350 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg\_pipeline_async.py first seen with mtime 1765007461.100503
DEBUG 2025-12-16 10:44:34,350 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\contrib\admin\views\main.py first seen with mtime 1764595413.4732156
DEBUG 2025-12-16 10:44:34,350 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\forms\formsets.py first seen with mtime 1764595420.5546827
DEBUG 2025-12-16 10:44:34,351 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\templatetags\__init__.py first seen with mtime 1764595421.09577
DEBUG 2025-12-16 10:44:34,351 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\core\checks\compatibility\__init__.py first seen with mtime 1764595420.1653063
DEBUG 2025-12-16 10:44:34,351 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\rest_framework_simplejwt\utils.py first seen with mtime 1765030487.6715493
